city_name;cdek_id;region_name;regionCode;subRegion;kladr;paymentLimit
Марьино-Николаевка;49000;Липецкая;60;Тербунский;4801500003300;-1
Пивовариха;2508;Иркутская;4;Иркутский;3800100004800;-1
Чемоданово;50121;Калужская;33;Юхновский;4002500013400;0
"Новая Шараповка";33405;Омская;15;Марьяновский;5501300002300;-1
Протасово;57065;Тульская;37;Дубенский;7100900005900;-1
Верх-Неня;62877;Алтайский;2;Ельцовский;2201100000600;0
"Мокрые Курнали";54816;Татарстан;39;Алексеевский;1600600003000;0
Плешкино;63097;Архангельская;66;Котласский;2900800010300;0
Романовка;24378;Бурятия;12;"Баунтовский эвенкийский";0300200000900;0
Гайдашовка;29905;Белгородская;16;Новооскольский;3101400002100;0
Балей;13067;Забайкальский;49;Балейский;7500400100000;0
Ытык-Кюель;1419;"Саха /Якутия/";10;Таттинский;1402700000100;0
Каратово;57402;Башкортостан;27;Туймазинский;0204400009400;-1
Левинцы;14379;Кировская;44;Зуевский;4301000004600;-1
Сява;13643;Нижегородская;67;Шахунья;5200000908800;-1
Новомирский;50329;Ростовская;45;Азовский;6100200006900;0
Нововильвенский;53012;Пермский;22;Горнозаводский;5900600001800;0
"им Мамонтова";36442;Алтайский;2;Поспелихинский;2203600001200;0
Светлополянск;47335;Кировская;44;Верхнекамский;4300600007400;0
"Желтая Акация";97;Брянская;29;Стародубский;3202300005600;0
Червянка;44156;Иркутская;4;Чунский;3802600003700;0
"имени 8 Марта";36465;Башкортостан;27;Ермекеевский;0202100005600;0
Терехово;44425;Костромская;42;Костромской;4400100023600;-1
Петровка;47936;Ставропольский;19;Александровский;2600200001900;-1
Глебово;17210;Московская;9;Ступино;5000005423300;-1
Солнечный;31930;"Саха /Якутия/";10;Усть-Майский;1403000000800;0
Иволгинск;1408;Бурятия;12;Иволгинский;0300800000100;0
Новогородец;49444;Кемеровская;54;Ленинск-Кузнецкий;4200600003200;-1
Полевой;13885;Челябинская;3;Сосновский;7403800004800;-1
Русское;61093;Кировская;44;Киров;4300000112600;-1
Пахарь;52510;Башкортостан;27;Белебеевский;0200900008000;0
"Красные Липки";62128;Волгоградская;40;Фроловский;3403200001900;0
Утманово;43602;Кировская;44;Подосиновский;4302800017200;0
Лесной;52882;Пермский;22;Осинский;5901600003700;0
Фруктовое;16520;Севастополь;975;Севастополь;9200000001300;0
Тельман;45036;Краснодарский;7;Гулькевичский;2300900007900;-1
Андреевка;1096;Московская;9;Коломна;5000002700800;-1
Лозовое;46494;Тюменская;52;Ишимский;7201100009000;-1
"""Кулицкая""";48452;Тверская;50;Калининский;6900100024100;0
Грибоедово;37260;Тульская;37;Куркинский;7101500001800;-1
Кондраково;56471;Владимирская;17;Муромский;3301100003700;-1
Заплавное;31397;Волгоградская;40;Ленинский;3401700000300;-1
Верхопенье;29856;Белгородская;16;Ивнянский;3100900000600;0
Рудногорск;22987;Иркутская;4;Нижнеилимский;3801500400000;0
Марьинский;43034;Краснодарский;7;Тбилисский;2303200002400;-1
"Маслов Лог";47723;Воронежская;63;Хохольский;3603200001900;0
Астафьево;55358;Московская;9;Можайский;5001800001800;0
Липовка;53166;Саратовская;47;Марксовский;6402100003300;0
Уцми-Юрт;48911;Дагестан;21;Бабаюртовский;0500600001900;0
Поспелова;55530;Тюменская;52;Упоровский;7201900004700;0
Яраткулова;44998;Челябинская;3;Аргаяшский;7402600008800;0
Первомайский;51082;Свердловская;24;Пышминский;6602000002100;-1
"Верхний Ключ";37292;Самарская;57;Клявлинский;6301300000600;0
Бурлаки;42316;Кемеровская;54;Прокопьевский;4201000000900;-1
Карагичевский;34308;Волгоградская;40;Михайловский;3401800001800;0
"Нижний Карабут";49564;Воронежская;63;Россошанский;3602800005700;0
Молодежное;2729;Ленинградская;26;Выборгский;4700600079900;-1
Береговое-Первое;29750;Белгородская;16;Прохоровский;3101500000700;0
Краснореченский;55864;Приморский;18;Дальнегорск;2500000800200;0
Волкуша;57003;Московская;9;Талдомский;5003500003100;-1
Кулебякино;58394;Московская;9;Сергиево-Посадский;5003000012700;-1
Петровский;50460;Ростовская;45;Милютинский;6102400002900;0
Рыбушки;60260;Московская;9;Истринский;5000900065900;-1
Хетово;56344;Архангельская;66;Виноградовский;2900500008000;-1
"Борисова Грива";35094;Ленинградская;26;Всеволожский;4700501400000;-1
Гришино;43446;Алтайский;2;Заринский;2201400001500;0
Орджоникидзевский;13603;Карачаево-Черкесская;80;Орджоникидзевский;0900000000100;-1
Галкино;44560;Костромская;42;Судиславский;4402100003100;-1
Тээли;3069;Тыва;75;Бай-Тайгинский;1700200000100;0
Иня-Восточная;54579;Новосибирская;23;Новосибирский;5400100002500;0
Ува;3094;Удмуртская;48;Увинский;1802200000100;-1
Зверево;2904;Ростовская;45;Зверево;6100000700000;-1
Крутиха;1857;Алтайский;2;Крутихинский;2202300000100;0
Журавлево;52492;Ленинградская;26;Бокситогорский;4700200024400;0
Измайлиха;62713;Приморский;18;Красноармейский;2500700001100;0
Герменчик;34224;Дагестан;21;Бабаюртовский;0500600000400;0
Яныбаево;34686;Башкортостан;27;Белокатайский;0201000002600;-1
Сосновка;49436;Ульяновская;70;Тереньгульский;7301900002900;0
"Красный Восток";52638;Краснодарский;7;"Горячий Ключ";2300000400700;-1
Эдиге;45631;Дагестан;21;Ногайский;0502900001500;0
Осиново;49544;"Чувашская Республика -";64;Красночетайский;2101100004400;0
Беранда;45992;Краснодарский;7;Сочи;2300000718200;-1
Ивановка;36888;Омская;15;Москаленский;5501400001700;0
Оймур;43397;Бурятия;12;Кабанский;0300900004500;0
"Старые Маты";46435;Башкортостан;27;Бакалинский;0200700008000;0
Клюевка;42537;Бурятия;12;Кабанский;0300900003300;0
Камышное;38296;Крым;90;Раздольненский;9101000002300;0
Шарагол;35209;Бурятия;12;Кяхтинский;0301200004100;0
Индустриальный;13165;Краснодарский;7;Краснодар;2300000101600;-1
Рассвет;37186;Дагестан;21;Тарумовский;0503400001500;0
Токарево;36785;Рязанская;41;Касимовский;6200500019300;0
Вознесенка;46097;Башкортостан;27;Буздякский;0201600007300;0
СУ-934;61428;Ямало-Ненецкий;6;Надым;8900000501600;-1
Калиновка;32871;Калининградская;38;Черняховский;3901400003300;0
Красава;35059;Ленинградская;26;Тихвинский;4701700053600;-1
Запольное;30046;Белгородская;16;Алексеевский;3100200003200;-1
Селенгинск;2360;Бурятия;12;Кабанский;0300900005500;0
Линейное;14946;Астраханская;34;Наримановский;3000900004000;0
Грамотеино;23948;Кемеровская;54;Белово;4200001500400;-1
Павловское;2781;Московская;9;Истринский;5000900057800;-1
Бакийково;46689;Свердловская;24;Артинский;6600400000900;-1
Краснополье;61876;Воронежская;63;Воробьевский;3600900001400;0
Покрово-Михайловка;17095;Белгородская;16;Новооскольский;3101400007900;0
Васино;56676;Московская;9;Талдомский;5003500002400;-1
"Красный Воин";58314;Московская;9;Солнечногорский;5003300022200;-1
Хета;56274;Красноярский;13;"Таймырский Долгано-Ненецкий";2404800002600;-1
Майское;43756;Калининградская;38;Гусевский;3900500002100;0
Красногор;46113;Оренбургская;5;Саракташский;5601400002500;0
Жилгородок;51379;Ленинградская;26;Волосовский;4700300003700;-1
Грибановский;1358;Воронежская;63;Грибановский;3601000000100;-1
Беловский;45419;Ставропольский;19;Кочубеевский;2601300000500;0
Богородск;52790;Пермский;22;Октябрьский;5901500000600;0
Ирганай;47518;Дагестан;21;Унцукульский;0503600000700;0
Вознесенский;44762;Воронежская;63;Таловский;3603000003100;-1
Белое;57880;Алтайский;2;Троицкий;2205200000300;-1
Клочки;52378;Алтайский;2;Ребрихинский;2203700001100;0
Кубановка;31264;Калининградская;38;Гусевский;3900500001600;0
Смазнево;35423;Алтайский;2;Заринский;2201400004100;0
"Большое Мурашкино";1885;Нижегородская;67;Большемурашкинский;5200700000100;-1
Пенза;504;Пензенская;69;Пенза;5800000100000;-1
Глубоково;50872;Владимирская;17;Петушинский;3301200003200;0
Сурмино;60548;Московская;9;Одинцовский;5002200019700;-1
Инерымбал;44615;"Марий Эл";32;Волжский;1200200002100;0
Подсереднее;30555;Белгородская;16;Алексеевский;3100200007000;-1
Фурманово;39651;Калининградская;38;Гусевский;3900500003900;0
Геофизиков;31885;Башкортостан;27;Уфимский;0200100007700;-1
Шогринское;16019;Свердловская;24;Артемовский;6600300004000;-1
Контуганово;46664;Свердловская;24;Нижнесергинский;6601700001800;-1
Новошино;61983;Тверская;50;Конаковский;6901500011400;0
"Городок писателей Переделкино";42591;Москва;81;Внуковское;7700100001900;-1
Красновка;32768;Ростовская;45;Каменский;6101600004300;-1
Лучинки;55062;Владимирская;17;Гороховецкий;3300400007300;0
Краснополянское;45811;Свердловская;24;Байкаловский;6600600003400;-1
Окуловка;2820;Новгородская;31;Окуловский;5301200012500;-1
"Малый Уртомаж";63080;Архангельская;66;Котласский;2900800024400;0
Колотов;30156;Белгородская;16;Вейделевский;3100500003100;0
Курья;46674;Свердловская;24;Шалинский;6603100002100;-1
Березнево;51686;Ленинградская;26;Гатчинский;4700702200100;-1
Алексеевка;39042;Саратовская;47;Хвалынский;6403800003700;-1
Варварино;34874;Воронежская;63;Новохоперский;3601800001200;0
"Старый Буян";42282;Самарская;57;Красноярский;6301600007300;0
"Верхний Баскунчак";2402;Астраханская;34;Ахтубинский;3000200000500;0
Корниловская;58285;Московская;9;Егорьевск;5000003907700;-1
Ивакша;32736;Архангельская;66;Няндомский;2901300002200;0
Сяпся;62723;Карелия;73;Пряжинский;1001200008700;0
Фрунзе;47512;Крым;90;Нижнегорский;9100800002700;0
Уторгош;34040;Новгородская;31;Шимский;5302100001800;0
Власково;56871;Московская;9;Дмитровский;5000500008900;-1
Окский;31765;Рязанская;41;Рязанский;6200100011700;-1
Колюбакино;1691;Московская;9;Руза;5000004512700;-1
Бакланово;42927;Орловская;36;Орловский;5700100001200;-1
Шундук;16629;Адыгея;61;Теучежский;0100600003000;-1
Семичный;57469;Волгоградская;40;Котельниковский;3401400002400;-1
Ванеево;50237;Вологодская;51;Череповецкий;3502500004100;-1
Онохой-3;44340;Бурятия;12;Заиграевский;0300600005300;0
Ново-Троицкое;56902;Тверская;50;Торопецкий;6903400020900;-1
Романовка;44075;Ленинградская;26;Гатчинский;4700701800000;0
Верхнемарково;23964;Иркутская;4;Усть-Кутский;3802300000500;0
"Новые Поляны";42456;Краснодарский;7;Апшеронский;2300400003700;-1
Даниловка;2460;Волгоградская;40;Даниловский;3400500000100;0
Бясь-Шея;56607;"Саха /Якутия/";10;Сунтарский;1402600003600;-1
Фролово;42517;Рязанская;41;Рязанский;6200100017200;0
Индра;46618;Свердловская;24;Тавдинский;6602700006400;-1
"Красный Маныч";59595;Ростовская;45;Веселовский;6100800000900;-1
Киселёво;57985;Московская;9;Истринский;5000900059200;-1
Овсорок;45096;Калужская;33;Жиздринский;4000800005400;0
Чинквары;50997;"Чувашская Республика -";64;Канашский;2100700009200;0
Суховерхово;59232;Вологодская;51;Кирилловский;3501200907700;-1
Кепервеем;61362;Чукотский;83;Билибинский;8700300000600;0
Тарлыковка;43125;Саратовская;47;Ровенский;6402900001800;0
Ахманово;44598;Башкортостан;27;Бакалинский;0200700000300;0
Горсткино;57596;Московская;9;Лотошинский;5001500002600;-1
Панино;24296;Московская;9;Раменский;5002800015800;-1
Тихонов;16748;Адыгея;61;Шовгеновский;0100700002700;-1
Запорожье;54819;Камчатский;55;Усть-Большерецкий;4100800000300;0
Сивково;15878;Московская;9;Одинцовский;5002200018200;-1
Крутик;15949;Костромская;42;Костромской;4400100011900;-1
"им Калинина";54518;Алтайский;2;Рубцовский;2204000001600;0
Троицк;510;Москва;81;Троицк;7700000500000;-1
Глушково;13650;Курская;62;Глушковский;4600400000100;-1
"Берёзовая Роща";44547;Костромская;42;Судиславский;4402100001600;-1
Талда;59207;Алтай;25;Усть-Коксинский;0400800001200;-1
Даркушказмаляр;42960;Дагестан;21;Сулейман-Стальский;0503200001400;0
Саловский;15211;Ростовская;45;Волгодонской;6100900003600;-1
Татхал-Онгой;44999;Иркутская;4;Нукутский;3813100003500;0
Неболчи;23055;Новгородская;31;Любытинский;5300800002100;0
"Костыгин Лог";33986;Курганская;28;Целинный;4501900001700;-1
"Красный Яр";16936;Алтайский;2;Советский;2204300000800;-1
Шарчино;54987;Новосибирская;23;Сузунский;5402200003700;0
Ясын-Сокан;42484;Астраханская;34;Красноярский;3000700006700;0
Замятино;57818;Московская;9;Солнечногорский;5003300004900;-1
Рабитицы;35077;Ленинградская;26;Волосовский;4700300023900;-1
Курбатиха;58429;Московская;9;Егорьевск;5000003908900;-1
Тимирязевский;35324;Ульяновская;70;Ульяновский;7300100004400;0
Магинск;34757;Башкортостан;27;Караидельский;0202800004700;0
Бояркино;24256;Московская;9;Раменский;5002800001700;-1
"Нижняя Банновка";44879;Саратовская;47;Красноармейский;6401700002600;0
Костюковка;44234;Амурская;56;Свободненский;2801400001600;0
Беркуново;55820;Московская;9;Шаховская;5000004200900;0
Исянгулово;630;Башкортостан;27;Зианчуринский;0202200000100;0
Заболотье;24273;Московская;9;Раменский;5002800007100;-1
Репино;47391;Волгоградская;40;Среднеахтубинский;3402800006500;0
Березово;42330;Саратовская;47;Пугачевский;6402800000200;-1
"Восход (ЗАТО)";55774;Московская;9;Истринский;5000900047000;0
Нариманов;2411;Астраханская;34;Наримановский;3000900100000;-1
Бияваш;52974;Пермский;22;Октябрьский;5901500006000;0
Кириченково;47686;Воронежская;63;Каменский;3601200001300;-1
Банищи;53553;Курская;62;Льговский;4601300000800;-1
Булаково;15004;Московская;9;Щелковский;5004000001800;-1
Дерябкино;62431;Пензенская;69;Спасский;5800300000800;0
Ширяево;57039;Пензенская;69;Белинский;5800500009600;-1
Табашино;13722;"Марий Эл";32;Оршанский;1201100008100;0
Воронеж;506;Воронежская;63;Воронеж;3600000100000;-1
Андрусово;39489;Крым;90;Симферопольский;9101200001500;-1
Бродокалмак;13895;Челябинская;3;Красноармейский;7403200001200;0
Каблуково;52526;Тверская;50;Калининский;6900100018900;-1
Костомукса;36290;Карелия;73;Суоярвский;1001500001900;0
Промысловка;16848;Астраханская;34;Лиманский;3000800002800;-1
Абрикосовка;38609;Крым;90;Кировский;9100400000200;-1
"Москворецкого Леспаркхоза";15861;Московская;9;Одинцовский;5002200012400;-1
Нижнеатаманское;41890;Белгородская;16;Старооскольский;3101800004500;-1
Горки;48344;Воронежская;63;Новоусманский;3601700001600;-1
Ахниг;24416;Дагестан;21;Курахский;0502400000400;0
Дмитриевское;44578;Костромская;42;Буйский;4400300005500;-1
Пушкино;50523;Калининградская;38;Нестеровский;3900900003600;0
Жокино;62305;Рязанская;41;Захаровский;6200300002000;0
"Красная Горка";35648;Пензенская;69;Колышлейский;5801300006300;0
"Пригородные Тополи";30584;Белгородская;16;Валуйский;3100400007400;0
Михайловский;36433;Кемеровская;54;Кемеровский;4200100003100;-1
Боршева;56217;Московская;9;Раменский;5002800001600;-1
Барково;55595;Московская;9;Пушкинский;5002700000700;0
Розовка;47938;Ставропольский;19;Минераловодский;2601700002500;-1
Оленевка;38203;Крым;90;Черноморский;9101400003200;-1
Инякино;48518;Рязанская;41;Шиловский;6202500002900;0
Сухое;37760;Ленинградская;26;Кировский;4701000001300;-1
Каменищи;17232;Московская;9;Ступино;5000005419900;-1
Приисковое;46970;Хакасия;74;Орджоникидзевский;1900600001900;0
Колтовская;63340;Архангельская;66;Вельский;2900200025400;0
Корюково;43170;Курганская;28;Катайский;4500800002200;-1
Чердаклы;3110;Ульяновская;70;Чердаклинский;7302100000100;-1
Хворостянка;36724;Липецкая;60;Добринский;4800500011800;-1
"Нижние Борки";44749;Курская;62;Горшеченский;4600500001900;0
"Грозный (Кировское с/п)";16635;Адыгея;61;Майкопский;0100400000900;-1
Колосово;15265;Московская;9;Клинский;5001100009800;-1
Зимник;50072;Кемеровская;54;Юргинский;4201700001700;-1
Лакша;54848;Нижегородская;67;Богородский;5200500007500;0
Тында;318;Амурская;56;Тында;2800000600000;-1
Приобье;13066;"Ханты-Мансийский Автономный округ - Югра";11;Октябрьский;8600700001400;-1
Садовый;32716;Ростовская;45;Багаевский;6100400002300;0
Кашкалаши;47182;Башкортостан;27;Благоварский;0201400003000;0
Лобаново;24010;Московская;9;Истринский;5000900069500;-1
Семеновское;62260;Иркутская;4;Заларинский;3800700001100;0
"Заветы Ильича";48608;Алтайский;2;Алейский;2200200001600;0
Ейск;1087;Краснодарский;7;Ейский;2301100100000;-1
Ленинский;52481;Ростовская;45;Матвеево-Курганский;6102200004100;-1
Крюково;50836;Московская;9;Наро-Фоминск;5000005215800;-1
"Русский Турыш";37863;Свердловская;24;Красноуфимский;6601500005700;-1
Новомарковка;33557;Воронежская;63;Кантемировский;3601300003400;0
Сосновка;46611;Свердловская;24;Ирбитский;6601200009300;-1
Ершовка;46888;Кировская;44;Вятскополянский;4300800001100;0
Гелдаган;37453;Чеченская;71;Курчалоевский;2000600000600;0
Глебовское;55068;Ярославская;35;Ярославский;7600100009500;0
"Русские Шои";43436;"Марий Эл";32;Куженерский;1200600007300;0
Мекеги;37585;Дагестан;21;Левашинский;0502600002200;0
Лампово;36075;Ленинградская;26;Гатчинский;4700700011000;-1
Исаково;54527;Смоленская;65;Вяземский;6700300010200;0
Рождествено;61426;Московская;9;Волоколамский;5000300017300;-1
Городецк;45216;Архангельская;66;Пинежский;2901500000600;0
Степная;48316;Краснодарский;7;Приморско-Ахтарский;2302800003500;-1
Семибратское;60244;Московская;9;Коломна;5000002711900;0
Краснокамск;588;Пермский;22;Краснокамский;5903500100000;-1
Розовое;39479;Крым;90;Бахчисарайский;9100100002500;-1
Железногорск;870;Курская;62;Железногорск;4600000300000;-1
Яблоново;30928;Белгородская;16;Корочанский;3101000013500;0
Подолы;60000;Московская;9;Руза;5000004515800;-1
Канищево;17234;Московская;9;Ступино;5000005419500;-1
Холмовое;39404;Крым;90;Красногвардейский;9100500007700;-1
Счастливое;39484;Крым;90;Бахчисарайский;9100100008800;-1
Батама;51420;Иркутская;4;Зиминский;3800800000600;0
Андроново;33979;Красноярский;13;Ужурский;2404000000300;0
Буньково;31781;Московская;9;Истринский;5000900061200;-1
Петровский;31421;Ивановская;8;Гаврилово-Посадский;3700400006300;-1
Невдахин;55343;Ставропольский;19;Труновский;2602500001000;0
Труд;63401;Тверская;50;Фировский;6903600009800;0
Радде;51297;Еврейская;76;Облученский;7900300001400;0
Велетьма;24496;Нижегородская;67;Кулебаки;5200001000200;0
Устьянцево;56962;Новосибирская;23;Барабинский;5400300003900;-1
Язвищи;61553;Московская;9;Орехово-Зуевский;5002400017200;-1
"Верхние Липки";48173;Волгоградская;40;Фроловский;3403200000700;0
Вольно-Донская;51240;Ростовская;45;Морозовский;6102500001600;0
Таранай;35760;Сахалинская;20;Анивский;6500200001500;0
Нелькан;51011;Хабаровский;14;Аяно-Майский;2700300000800;0
Аршан;13475;Бурятия;12;Тункинский;0302000000200;0
Чаново;60938;Московская;9;Истринский;5000900072300;-1
Пудость;14770;Ленинградская;26;Гатчинский;4700704100100;-1
Набиево;52727;Башкортостан;27;Бурзянский;0201800002000;0
Алдиарово;39058;"Чувашская Республика -";64;Янтиковский;2102200000200;0
Преснецово;60050;Московская;9;Можайский;5001800023500;-1
Исакова;48704;Свердловская;24;Алапаевский;6600200004100;-1
"Малое Алексеевское";58827;Московская;9;Ступино;5000005414500;-1
Старомусино;53177;Башкортостан;27;Кармаскалинский;0202900000800;0
Суенга;58258;Новосибирская;23;Маслянинский;5401800002800;-1
Афимьино;24225;Тверская;50;Вышневолоцкий;6900700001100;0
Марфинка;43344;Ростовская;45;Матвеево-Курганский;6102200004800;0
Фоминка;60836;Московская;9;Ступино;5000005406500;0
"Ясные Поляны";13919;Челябинская;3;Троицкий;7403900007700;-1
Ранцево;62621;Тверская;50;Кувшиновский;6901700016700;-1
Вильва;52820;Пермский;22;Соликамский;5902200000200;0
Скородное;17116;Белгородская;16;Губкинский;3100800008800;-1
Прохоровка;2473;Белгородская;16;Прохоровский;3101500000100;0
Тоунан;61811;Карелия;73;Лахденпохский;1000600004400;0
Николо-Александровское;59299;Ставропольский;19;Левокумский;2601600000800;-1
Вязовка;45280;Саратовская;47;Татищевский;6403500000500;0
"Березовский Рядок";56963;Тверская;50;Бологовский;6900500001300;-1
Хлевное;370;Липецкая;60;Хлевенский;4801700000100;-1
"Лесная Дача";42840;Ставропольский;19;Ипатовский;2601100001500;0
Новодмитриевка;54657;Липецкая;60;Липецкий;4801900005300;0
Загрядское;53401;Курская;62;Курчатовский;4601200006000;-1
Дегтярное;59287;Воронежская;63;Каменский;3601200000800;-1
"Лисьи Норы";35401;Московская;9;Луховицы;5000004807800;-1
Березники;74920;Пермский;22;Сивинский;5902100012300;-1
"Белая Роща";52652;Красноярский;13;Ужурский;2404000000800;0
Дрожжино;35156;Московская;9;Ленинский;5001400400600;-1
Харино;44420;Костромская;42;Вохомский;4400400016800;-1
Истомино;58426;Московская;9;Сергиево-Посадский;5003000010300;-1
Дуван;34719;Башкортостан;27;Дуванский;0202000000600;-1
Сосновка;49668;Ульяновская;70;Карсунский;7300600003500;0
Светлый;2990;"Саха /Якутия/";10;Мирнинский;1401700000800;0
Огарково;15089;Вологодская;51;Вологодский;3500100001600;0
Поречье;49902;Тверская;50;Калязинский;6901101301400;-1
"Пологое Займище";14876;Астраханская;34;Ахтубинский;3000200001600;-1
Западный;44566;Костромская;42;Судиславский;4402100006300;-1
Ручей;38167;Владимирская;17;Ковровский;3300800012700;0
Горьковский;43627;Тульская;37;Тепло-Огаревский;7102100002900;-1
Красноярское;51084;Свердловская;24;Пышминский;6602000001200;-1
Оргтруд;16487;Владимирская;17;Владимир;3300000100600;-1
Нерастанное;23053;Московская;9;Чеховский;5003700014000;-1
Пушной;37311;Мурманская;43;Кольский;5100300003500;0
Шелково;51698;Ленинградская;26;Волосовский;4700300017300;-1
Петровка;51549;Тульская;37;Плавский;7101900007300;-1
Воробьевка;37294;Брянская;29;Климовский;3201200001700;0
"Малый Оеш";31974;Новосибирская;23;Колыванский;5401100002500;0
Индюк;44167;Краснодарский;7;Туапсинский;2303600002900;-1
Шаля;1646;Свердловская;24;Шалинский;6603100000100;-1
Куянково;54322;"Марий Эл";32;Параньгинский;1201200002600;0
Бебелево;47437;Калужская;33;Ферзиковский;4002300000400;-1
Подоистрово;59999;Московская;9;Клинский;5001100016400;-1
Транспортный;61851;Магаданская;59;Тенькинский;4900700001600;0
Горное;42531;Сахалинская;20;Курильский;6500500000400;0
Уваровское;44933;Ставропольский;19;Курский;2601500004400;0
Балыктах;52040;"Саха /Якутия/";10;Усть-Алданский;1402900000500;0
Сарбай;59547;Самарская;57;Кинель-Черкасский;6301100006700;-1
Тепикинская;44868;Волгоградская;40;Урюпинский;3403100003800;-1
Ельцовка;2335;Алтайский;2;Усть-Калманский;2205500000800;0
Кирилловка;54003;Курская;62;Советский;4602100004200;0
Бобринка;33364;Омская;15;Нововаршавский;5501800000500;0
Александровка;24345;Красноярский;13;Нижнеингашский;2402900000200;-1
Краснозоринский;62714;Ростовская;45;Боковский;6100600002900;0
Семениха;34322;Вологодская;51;Харовский;3502300001100;0
Павлово;54645;Новосибирская;23;Венгеровский;5400500003000;0
Никольск;56926;Архангельская;66;Вилегодский;2900400010200;-1
Печенга;2802;Мурманская;43;Печенгский;5100500001200;0
Беркуты;54025;Удмуртская;48;Воткинский;1800500000600;0
Элекмонар;13520;Алтай;25;Чемальский;0400900000600;-1
Черкассы;54728;Оренбургская;5;Саракташский;5601400005900;0
Нижнетобольное;35022;Курганская;28;Белозерский;4500300003600;-1
Оравка;55407;Новосибирская;23;Чановский;5402700003400;0
Маган;43754;"Саха /Якутия/";10;Якутск;1400000164500;-1
Житня;43532;Брянская;29;Почепский;3202000024600;0
Ашильта;62756;Дагестан;21;Унцукульский;0503600000300;0
Дьяково;17300;Московская;9;Истринский;5000900051300;-1
Барабаш-Левада;56474;Приморский;18;Пограничный;2501500000200;-1
Алексеевский;55989;"Марий Эл";32;Советский;1201400000700;-1
Родники;54719;Пензенская;69;Лунинский;5801700005300;0
Мелехово;33027;Владимирская;17;Ковровский;3300800200000;0
Погореловская;63362;Архангельская;66;Вельский;2900200026400;0
Бычок;37161;Воронежская;63;Петропавловский;3602300000500;0
Абдулкасимово;48001;Башкортостан;27;Учалинский;0204600005400;-1
Уварово;55896;Курганская;28;Мокроусовский;4501400004500;0
Ставрово;14293;Владимирская;17;Собинский;3301400300000;-1
Коноша;1948;Архангельская;66;Коношский;2900700000100;0
"Измайловская Пасека";42569;Москва;81;Москва;7700000001000;-1
Тойгильдино;46968;Татарстан;39;Муслюмовский;1603000006000;0
Постниково;15634;Нижегородская;67;Балахнинский;5200400003200;-1
Зинаидино;30067;Белгородская;16;Ракитянский;3101600002100;0
Новосельцы;59554;Крым;90;Красногвардейский;9100500002000;-1
Архиповка;36216;Воронежская;63;Россошанский;3602800000700;0
"Большая Шатьма";50480;"Чувашская Республика -";64;Красноармейский;2101000000700;0
Лодейка;51217;Вологодская;51;Великоустюгский;3500600001000;0
Пинюг;35752;Кировская;44;Подосиновский;4302800012700;0
Петровская;57371;Архангельская;66;Шенкурский;2901900017900;-1
Лучки;39159;Владимирская;17;Юрьев-Польский;3301700006800;0
Мекен-Юрт;44857;Чеченская;71;Надтеречный;2000700000200;0
Ткачев;16666;Адыгея;61;Майкопский;0100400005100;-1
"Новое Аделяково";61653;Самарская;57;Челно-Вершинский;6302500002800;0
"Каменная Балка";43070;Ставропольский;19;Арзгирский;2600500000200;0
"Зеленый Клин";30061;Белгородская;16;Волоконовский;3100600002900;0
Рождественское;34877;Воронежская;63;Поворинский;3602400001500;-1
Тюменяк;46233;Башкортостан;27;Туймазинский;0204400005500;0
Леоновка;17051;Белгородская;16;Валуйский;3100400004900;-1
Хлыбы;60891;Московская;9;Дмитровский;5000500042800;-1
Ореховка;52192;Татарстан;39;Зеленодольский;1602100007100;-1
Пайгарма;55473;Мордовия;68;Рузаевский;1301800004800;0
Харута;34046;Ненецкий;77;Заполярный;8300100003500;0
Ягурьях;62816;"Ханты-Мансийский Автономный округ - Югра";11;Ханты-Мансийский;8601000003500;0
Енганаево;1635;Ульяновская;70;Чердаклинский;7302100001400;0
"совхоза ""Селезневский""";46266;Тамбовская;58;Тамбовский;6800100009700;-1
Сабаево;62178;Башкортостан;27;Буздякский;0201600005400;0
"Никольское (Николо-Кормская с/а)";57500;Ярославская;35;Рыбинский;7601500057400;-1
Зерновое;41914;Иркутская;4;Черемховский;3802500002600;-1
Шуя;390;Ивановская;8;Шуйский;3701900100000;-1
Суслово;52226;Башкортостан;27;Бирский;0201300004900;0
Веденка;50594;Приморский;18;Дальнереченский;2500400000500;0
Екатерининское;36887;Омская;15;Тарский;5502800001900;0
Оленьково;46987;Тульская;37;Веневский;7100600013400;0
Мещеряковский;36701;Ростовская;45;Верхнедонской;6100700003100;0
Кадахта;39827;Забайкальский;49;Карымский;7501000001000;0
Советское;62299;Калининградская;38;Славский;3901300005700;0
Таловка;2453;Бурятия;12;Прибайкальский;0301600003100;0
"Лесной Вьяс";62733;Пензенская;69;Лунинский;5801700003000;0
"Старая Белица";53442;Курская;62;Конышевский;4601000007300;-1
Бердянка;46146;Курская;62;Тимский;4602400000400;0
Уэлькаль;49766;Чукотский;83;Иультинский;8700400000700;0
Лаголово;2693;Ленинградская;26;Ломоносовский;4701200001100;-1
Боровёнка;37317;Новгородская;31;Окуловский;5301200000500;0
Железногорск;2344;Красноярский;13;Железногорск;2400000400000;-1
Порожнее;53959;Алтайский;2;Шипуновский;2206100003600;0
Березовский;56271;Красноярский;13;Березовский;2400500002200;-1
Первомайский;34173;Башкортостан;27;Благоварский;0201401000000;0
