ID;FullName;CityName;OblName
12593;Чиили, Кзыл-Ординская обл., Казахстан;Чиили, Кзыл-Ординская обл.;Кзыл-Ординскаяобл.
12981;Яныкурган, Кзыл-Ординская обл., Казахстан;Яныкурган, Кзыл-Ординская обл.;Кзыл-Ординскаяобл.
4639;Айдабул, Кокчетавская обл., Казахстан;Айдабул, Кокчетавская обл.;Кокчетавскаяобл.
4733;Алексеевка, Кокчетавская обл., Казахстан;Алексеевка, Кокчетавская обл.;Кокчетавскаяобл.
5543;Боровое, Кокчетавская обл., Казахстан;Боровое, Кокчетавская обл.;Кокчетавскаяобл.
6254;Володарское, Кокчетавская обл., Казахстан;Володарское, Кокчетавская обл.;Кокчетавскаяобл.
7243;Зеренда, Кокчетавская обл., Казахстан;Зеренда, Кокчетавская обл.;Кокчетавскаяобл.
7810;Келлеровка, Кокчетавская обл., Казахстан;Келлеровка, Кокчетавская обл.;Кокчетавскаяобл.
7862;Кзылту, Кокчетавская обл., Казахстан;Кзылту, Кокчетавская обл.;Кокчетавскаяобл.
8063;Кокчетав, Кокчетавская обл., Казахстан;Кокчетав, Кокчетавская обл.;Кокчетавскаяобл.
8250;Красноармейск, Кокчетавская обл., Казахстан;Красноармейск, Кокчетавская обл.;Кокчетавскаяобл.
8266;Красный Яр, Кокчетавская обл., Казахстан;Красный Яр, Кокчетавская обл.;Кокчетавскаяобл.
8334;Куйбышевский, Кокчетавская обл., Казахстан;Куйбышевский, Кокчетавская обл.;Кокчетавскаяобл.
8586;Ленинградское, Кокчетавская обл., Казахстан;Ленинградское, Кокчетавская обл.;Кокчетавскаяобл.
10731;Рузаевка, Кокчетавская обл., Казахстан;Рузаевка, Кокчетавская обл.;Кокчетавскаяобл.
11498;Талшик, Кокчетавская обл., Казахстан;Талшик, Кокчетавская обл.;Кокчетавскаяобл.
12621;Чистополье, Кокчетавская обл., Казахстан;Чистополье, Кокчетавская обл.;Кокчетавскаяобл.
12628;Чкалово, Кокчетавская обл., Казахстан;Чкалово, Кокчетавская обл.;Кокчетавскаяобл.
4920;Аркалык, Костанайская обл, Казахстан;Аркалык, Костанайская обл;Костанайская обл.
8692;Лисаковск, Костанайская обл, Казахстан;Лисаковск, Костанайская обл;Костанайская обл.
5545;Боровской, Кустанайская обл., Казахстан;Боровской, Кустанайская обл.;Кустанайскаяобл.
6901;Джетыгара, Кустанайская обл., Казахстан;Джетыгара, Кустанайская обл.;Кустанайскаяобл.
7218;Затобольск, Кустанайская обл., Казахстан;Затобольск, Кустанайская обл.;Кустанайскаяобл.
7621;Камышное, Кустанайская обл., Казахстан;Камышное, Кустанайская обл.;Кустанайскаяобл.
8127;Комсомолец, Кустанайская обл., Казахстан;Комсомолец, Кустанайская обл.;Кустанайскаяобл.
8380;Кустанай, Кустанайская обл., Казахстан;Кустанай, Кустанайская обл.;Кустанайскаяобл.
8389;Кушмурун, Кустанайская обл., Казахстан;Кушмурун, Кустанайская обл.;Кустанайскаяобл.
8592;Ленинское, Кустанайская обл., Казахстан;Ленинское, Кустанайская обл.;Кустанайскаяобл.
9940;Орджоникидзе, Кустанайская обл., Казахстан;Орджоникидзе, Кустанайская обл.;Кустанайскаяобл.
10729;Рудный, Кустанайская обл., Казахстан;Рудный, Кустанайская обл.;Кустанайскаяобл.
11118;Семиозерное, Кустанайская обл., Казахстан;Семиозерное, Кустанайская обл.;Кустанайскаяобл.
11648;Тобол, Кустанайская обл., Казахстан;Тобол, Кустанайская обл.;Кустанайскаяобл.
11894;Урицкий, Кустанайская обл., Казахстан;Урицкий, Кустанайская обл.;Кустанайскаяобл.
4901;Аральск, Кызылординская обл, Казахстан;Аральск, Кызылординская обл;Кызылординская обл.
15493;Жанакорган, Казахстан;Жанакорган;Кызылординская обл.
14199;Теренозек, Казахстан;Теренозек;Кызылординская обл.
12079;Форт-Шевченко, Мангистаунская обл, Казахстан;Форт-Шевченко, Мангистаунская обл;Мангистаунская обл.
5207;Баутино, Мангышлакская обл., Казахстан;Баутино, Мангышлакская обл.;Мангышлакскаяобл.
5235;Бейнеу, Мангышлакская обл., Казахстан;Бейнеу, Мангышлакская обл.;Мангышлакскаяобл.
9575;Новый Узень, Мангышлакская обл., Казахстан;Новый Узень, Мангышлакская обл.;Мангышлакскаяобл.
12715;Шевченко, Мангышлакская обл., Казахстан;Шевченко, Мангышлакская обл.;Мангышлакскаяобл.
15390;Акку (Лебяжье), Казахстан;Акку (Лебяжье);Павлодарскаяобл.
15494;Аксу, Павлодарская обл, Казахстан;Аксу, Павлодарская обл;Павлодарскаяобл.
4694;Актогай, Павлодарская обл, Казахстан;Актогай, Павлодарская обл;Павлодарскаяобл.
5217;Баянаул, Павлодарская обл., Казахстан;Баянаул, Павлодарская обл.;Павлодарскаяобл.
7117;Ермак, Павлодарская обл., Казахстан;Ермак, Павлодарская обл.;Павлодарскаяобл.
15495;Ефремовка, Павлодарская обл, Казахстан;Ефремовка, Павлодарская обл;Павлодарскаяобл.
7147;Железинка, Павлодарская обл., Казахстан;Железинка, Павлодарская обл.;Павлодарскаяобл.
7380;Иртышск, Павлодарская обл., Казахстан;Иртышск, Павлодарская обл.;Павлодарскаяобл.
7570;Калкаман, Павлодарская обл., Казахстан;Калкаман, Павлодарская обл.;Павлодарскаяобл.
8258;Краснокутск, Павлодарская обл., Казахстан;Краснокутск, Павлодарская обл.;Павлодарскаяобл.
8524;Лебяжье, Павлодарская обл., Казахстан;Лебяжье, Павлодарская обл.;Павлодарскаяобл.
8868;Майкаин, Павлодарская обл., Казахстан;Майкаин, Павлодарская обл.;Павлодарскаяобл.
10020;Павлодар, Павлодарская обл.;Павлодар, Павлодарская обл.;Павлодарскаяобл.
15496;Павлодарское, Павлодарская обл, Казахстан;Павлодарское, Павлодарская обл;Павлодарскаяобл.
15497;Теренколь, Павлодарская обл, Казахстан;Теренколь, Павлодарская обл;Павлодарскаяобл.
11899;Успенка, Павлодарская обл., Казахстан;Успенка, Павлодарская обл.;Павлодарскаяобл.
12790;Щербакты, Павлодарская обл., Казахстан;Щербакты, Павлодарская обл.;Павлодарскаяобл.
12830;Экибастуз, Павлодарская обл., Казахстан;Экибастуз, Павлодарская обл.;Павлодарскаяобл.
5447;Благовещенка, Северо-Казахстанская обл., Казахстан;Благовещенка, Северо-Казахстанская обл.;Северо-Казахстанскаяобл.
5701;Булаево, Северо-Казахстанская обл., Казахстан;Булаево, Северо-Казахстанская обл.;Северо-Казахстанскаяобл.
8171;Корнеевка, Северо-Казахстанская обл., Казахстан;Корнеевка, Северо-Казахстанская обл.;Северо-Казахстанскаяобл.
8919;Мамлютка, Северо-Казахстанская обл., Казахстан;Мамлютка, Северо-Казахстанская обл.;Северо-Казахстанскаяобл.
10212;Петропавловск, Северо-Казахстанская обл., Казахста;Петропавловск, Северо-Казахстанская обл.;Северо-Казахстанскаяобл.
10381;Пресновка, Северо-Казахстанская обл., Казахстан;Пресновка, Северо-Казахстанская обл.;Северо-Казахстанскаяобл.
11149;Сергеевка, Северо-Казахстанская обл., Казахстан;Сергеевка, Северо-Казахстанская обл.;Северо-Казахстанскаяобл.
11281;Соколовка, Северо-Казахстанская обл., Казахстан;Соколовка, Северо-Казахстанская обл.;Северо-Казахстанскаяобл.
12950;Явленка, Северо-Казахстанская обл., Казахстан;Явленка, Северо-Казахстанская обл.;Северо-Казахстанскаяобл.
4671;Акжал, Семипалатинская обл., Казахстан;Акжал, Семипалатинская обл.;Семипалатинскаяобл.
4688;Аксуат, Семипалатинская обл., Казахстан;Аксуат, Семипалатинская обл.;Семипалатинскаяобл.
5008;Ауэзов, Семипалатинская обл., Казахстан;Ауэзов, Семипалатинская обл.;Семипалатинскаяобл.
5180;Баршатас, Семипалатинская обл., Казахстан;Баршатас, Семипалатинская обл.;Семипалатинскаяобл.
5312;Бельагаш, Семипалатинская обл., Казахстан;Бельагаш, Семипалатинская обл.;Семипалатинскаяобл.
5506;Боко, Семипалатинская обл., Казахстан;Боко, Семипалатинская обл.;Семипалатинскаяобл.
5519;Большая Владимировка, Семипалатинская обл., Казахс;Большая Владимировка, Семипалатинская обл.;Семипалатинскаяобл.
5547;Бородулиха, Семипалатинская обл., Казахстан;Бородулиха, Семипалатинская обл.;Семипалатинскаяобл.
6447;Георгиевка, Семипалатинская обл., Казахстан;Георгиевка, Семипалатинская обл.;Семипалатинскаяобл.
7137;Жангизтобе, Семипалатинская обл., Казахстан;Жангизтобе, Семипалатинская обл.;Семипалатинскаяобл.
7138;Жарма, Семипалатинская обл., Казахстан;Жарма, Семипалатинская обл.;Семипалатинскаяобл.
7540;Кайнар, Семипалатинская обл., Казахстан;Кайнар, Семипалатинская обл.;Семипалатинскаяобл.
8061;Кокпекты, Семипалатинская обл., Казахстан;Кокпекты, Семипалатинская обл.;Семипалатинскаяобл.
8889;Маканчи, Семипалатинская обл., Казахстан;Маканчи, Семипалатинская обл.;Семипалатинскаяобл.
9546;Новая Шульба, Семипалатинская обл., Казахстан;Новая Шульба, Семипалатинская обл.;Семипалатинскаяобл.
11535;Таскескен, Семипалатинская обл., Казахстан;Таскескен, Семипалатинская обл.;Семипалатинскаяобл.
11893;Урджар, Семипалатинская обл., Казахстан;Урджар, Семипалатинская обл.;Семипалатинскаяобл.
12523;Чарск, Семипалатинская обл., Казахстан;Чарск, Семипалатинская обл.;Семипалатинскаяобл.
4695;Актогай, Талды-Курганская обл., Казахстан;Актогай, Талды-Курганская обл.;Талды-Курганскаяобл.
4848;Андреевка, Талды-Курганская обл., Казахстан;Андреевка, Талды-Курганская обл.;Талды-Курганскаяобл.
6877;Джансугуров, Талды-Курганская обл., Казахстан;Джансугуров, Талды-Курганская обл.;Талды-Курганскаяобл.
7652;Капал, Талды-Курганская обл., Казахстан;Капал, Талды-Курганская обл.;Талды-Курганскаяобл.
7664;Карабулак, Талды-Курганская обл., Казахстан;Карабулак, Талды-Курганская обл.;Талды-Курганскаяобл.
7924;Кировский, Талды-Курганская обл., Казахстан;Кировский, Талды-Курганская обл.;Талды-Курганскаяобл.
8323;Кугалы, Талды-Курганская обл., Казахстан;Кугалы, Талды-Курганская обл.;Талды-Курганскаяобл.
10074;Панфилов, Талды-Курганская обл., Казахстан;Панфилов, Талды-Курганская обл.;Талды-Курганскаяобл.
10969;Сарыозек, Талды-Курганская обл., Казахстан;Сарыозек, Талды-Курганская обл.;Талды-Курганскаяобл.
11911;Учарал, Талды-Курганская обл., Казахстан;Учарал, Талды-Курганская обл.;Талды-Курганскаяобл.
4799;Амангельды, Тургайская обл., Казахстан;Амангельды, Тургайская обл.;Тургайскаяобл.
7133;Жаксы, Тургайская обл., Казахстан;Жаксы, Тургайская обл.;Тургайскаяобл.
9844;Октябрьское, Тургайская обл., Казахстан;Октябрьское, Тургайская обл.;Тургайскаяобл.
11784;Тургай, Тургайская обл., Казахстан;Тургай, Тургайская обл.;Тургайскаяобл.
4669;Акбеит, Целиноградская обл., Казахстан;Акбеит, Целиноградская обл.;Целиноградскаяобл.
4681;Акмолинск, Целиноградская обл., Казахстан;Акмолинск, Целиноградская обл.;Целиноградскаяобл.
4687;Аксу, Целиноградская обл., Казахстан;Аксу, Целиноградская обл.;Целиноградскаяобл.
4734;Алексеевка, Целиноградская обл., Казахстан;Алексеевка, Целиноградская обл.;Целиноградскаяобл.
4965;Астраханка, Целиноградская обл., Казахстан;Астраханка, Целиноградская обл.;Целиноградскаяобл.
4970;Атабасар, Целиноградская обл., Казахстан;Атабасар, Целиноградская обл.;Целиноградскаяобл.
5111;Балкащино, Целиноградская обл., Казахстан;Балкащино, Целиноградская обл.;Целиноградскаяобл.
5379;Бестобе, Целиноградская обл., Казахстан;Бестобе, Целиноградская обл.;Целиноградскаяобл.
6231;Вишневка, Целиноградская обл., Казахстан;Вишневка, Целиноградская обл.;Целиноградскаяобл.
7135;Жалтыр, Целиноградская обл., Казахстан;Жалтыр, Целиноградская обл.;Целиноградскаяобл.
7171;Жолымбет, Целиноградская обл., Казахстан;Жолымбет, Целиноградская обл.;Целиноградскаяобл.
8369;Кургальджинский, Целиноградская обл., Казахстан;Кургальджинский, Целиноградская обл.;Целиноградскаяобл.
12477;Целиноград, Целиноградская обл., Казахстан;Целиноград, Целиноградская обл.;Целиноградскаяобл.
12767;Шортанды, Целиноградская обл., Казахстан;Шортанды, Целиноградская обл.;Целиноградскаяобл.
4951;Арысь, Чимкентская обл., Казахстан;Арысь, Чимкентская обл.;Чимкентскаяобл.
5024;Ачисай, Чимкентская обл., Казахстан;Ачисай, Чимкентская обл.;Чимкентскаяобл.
5069;Байжансай, Чимкентская обл., Казахстан;Байжансай, Чимкентская обл.;Чимкентскаяобл.
5309;Белые Воды, Чимкентская обл., Казахстан;Белые Воды, Чимкентская обл.;Чимкентскаяобл.
5849;Ванновка, Чимкентская обл., Казахстан;Ванновка, Чимкентская обл.;Чимкентскаяобл.
6902;Джетысай, Чимкентская обл., Казахстан;Джетысай, Чимкентская обл.;Чимкентскаяобл.
7836;Кентау, Чимкентская обл., Казахстан;Кентау, Чимкентская обл.;Чимкентскаяобл.
8583;Ленгер, Чимкентская обл., Казахстан;Ленгер, Чимкентская обл.;Чимкентскаяобл.
10968;Сарыагач, Чимкентская обл., Казахстан;Сарыагач, Чимкентская обл.;Чимкентскаяобл.
11583;Темирлановка, Чимкентская обл., Казахстан;Темирлановка, Чимкентская обл.;Чимкентскаяобл.
11789;Туркестан, Чимкентская обл., Казахстан;Туркестан, Чимкентская обл.;Чимкентскаяобл.
12513;Чардара, Чимкентская обл., Казахстан;Чардара, Чимкентская обл.;Чимкентскаяобл.
12532;Чаян, Чимкентская обл., Казахстан;Чаян, Чимкентская обл.;Чимкентскаяобл.
12610;Чимкент, Чимкентская обл., Казахстан;Чимкент, Чимкентская обл.;Чимкентскаяобл.
12649;Чулаккурган, Чимкентская обл., Казахстан;Чулаккурган, Чимкентская обл.;Чимкентскаяобл.
12698;Шаульдер, Чимкентская обл., Казахстан;Шаульдер, Чимкентская обл.;Чимкентскаяобл.
15498;Сарыагаш, Казахстан;Сарыагаш;Южно-Казахстанская обл.
15499;Шардара, Южно-Казахстанская обл, Казахстан;Шардара, Южно-Казахстанская обл;Южно-Казахстанская обл.
15500;Шолак-Корган, Южно-Казахстанская обл, Казахстан;Шолак-Корган, Южно-Казахстанская обл;Южно-Казахстанская обл.
